cp_id,cp_name,cp_type,country,bank_name
CP_10660,"Michael, Walker and Fitzgerald Corp",Corporate,Saudi Arabia,Gates Ltd Bank
CP_10661,Evans-Briggs Corp,Corporate,Saudi Arabia,Ritter PLC Bank
CP_10662,Rogers-Gregory Trading,High-Risk,Iran,Todd-Myers Bank
CP_10663,"Acosta, Campbell and Leblanc Corp",Corporate,Saudi Arabia,"Chase, Long and Anderson Bank"
CP_10664,Lauren Trujillo,Individual,Pakistan,"Torres, Pena and Ray Bank"
CP_10665,John Merritt,Individual,India,Robinson Ltd Bank
CP_10666,Moss Inc Trading,High-Risk,North Korea,Barber-Johnston Bank
CP_10667,"Floyd, Garrison and Bennett Trading",High-Risk,North Korea,Shelton-Jackson Bank
CP_10668,Davis Group Holdings,Offshore,Panama,Landry Inc Bank
CP_10669,"Santos, Watkins and Booker Corp",Corporate,Germany,"Sharp, Sanchez and Wilson Bank"
CP_10670,Burns-Watts Holdings,Offshore,Cayman Islands,Delgado Group Bank
CP_10671,"Esparza, Lambert and Davis Corp",Corporate,Germany,Hancock-Santos Bank
CP_10672,Chen-Wallace Holdings,Offshore,Cayman Islands,Wilson Inc Bank
CP_10673,Burns Ltd Trading,High-Risk,Myanmar,"Walker, Matthews and Archer Bank"
CP_10674,Hill-Mcgee Corp,Corporate,Germany,"White, Washington and Newman Bank"
CP_10675,Evans-Martinez Corp,Corporate,China,Brown-Stout Bank
CP_10676,"Lopez, Hess and Smith Corp",Corporate,USA,"Roth, Logan and Moreno Bank"
CP_10677,Stone PLC Corp,Corporate,USA,"Reeves, Tyler and Martinez Bank"
CP_10678,Sheppard Inc Corp,Corporate,Germany,Atkins Ltd Bank
CP_10679,Smith Group Holdings,Offshore,Cayman Islands,Martinez-Anderson Bank
CP_10680,Delgado Inc Corp,Corporate,Saudi Arabia,"Scott, Mullins and Miller Bank"
CP_10681,Hunter LLC Corp,Corporate,Germany,"Jackson, Rowland and Barrett Bank"
CP_10682,Turner PLC Trading,High-Risk,Iran,Hopkins-Wallace Bank
CP_10683,Melissa Mills,Individual,UK,Obrien-Dixon Bank
CP_10684,Mary Williams,Individual,UK,Lopez LLC Bank
CP_10685,Cindy Anderson,Individual,Philippines,"Robinson, Howard and Anderson Bank"
CP_10686,"Henderson, Pierce and Green Trading",High-Risk,Iran,"Mckee, Ross and Miller Bank"
CP_10687,Rhodes-Bentley Trading,High-Risk,Syria,Herrera Inc Bank
CP_10688,"Oconnor, Cowan and Terry Holdings",Offshore,Seychelles,Klein PLC Bank
CP_10689,"Holland, Dixon and Martin Trading",High-Risk,Myanmar,Stewart Group Bank
CP_10690,Johnson-Munoz Corp,Corporate,Germany,Nelson PLC Bank
CP_10691,Sutton Group Corp,Corporate,Saudi Arabia,Murphy Inc Bank
CP_10692,Blankenship-Strickland Corp,Corporate,China,Melton and Sons Bank
CP_10693,Smith-Bennett Holdings,Offshore,Seychelles,Gray Inc Bank
CP_10694,Thompson Ltd Trading,High-Risk,North Korea,Chapman-Roman Bank
CP_10695,Gregory Armstrong,Individual,Philippines,Arnold-Lawson Bank
CP_10696,Jackson Group Corp,Corporate,Germany,Reed Ltd Bank
CP_10697,Rachel Arnold,Individual,UK,Woods-Anderson Bank
CP_10698,Parks Ltd Corp,Corporate,Saudi Arabia,Sandoval and Sons Bank
CP_10699,Bradley-Adams Corp,Corporate,USA,"Fowler, Wood and Waters Bank"
CP_10700,"Franklin, Mann and White Holdings",Offshore,Seychelles,Lindsey-Shaw Bank
CP_10701,Cisneros-Meyer Trading,High-Risk,North Korea,"Keith, Cervantes and Torres Bank"
CP_10702,Meza Group Trading,High-Risk,Iran,Bruce-Walters Bank
CP_10703,Blair Inc Trading,High-Risk,Syria,Johnston Inc Bank
CP_10704,"Mitchell, Noble and Stokes Holdings",Offshore,Cayman Islands,Hayden Group Bank
CP_10705,"Romero, Cross and Castillo Holdings",Offshore,Cayman Islands,"Jennings, Rhodes and Patel Bank"
CP_10706,Sullivan PLC Corp,Corporate,China,Bartlett Ltd Bank
CP_10707,Klein Ltd Trading,High-Risk,Iran,"Brady, Sanchez and Stevenson Bank"
CP_10708,"Sutton, Williams and West Holdings",Offshore,Seychelles,Craig PLC Bank
CP_10709,Thompson LLC Holdings,Offshore,Panama,Palmer Inc Bank
CP_10710,Simpson-Jackson Holdings,Offshore,Cayman Islands,Morgan Ltd Bank
CP_10711,Decker Inc Trading,High-Risk,Syria,Evans-Carter Bank
CP_10712,Oscar Carroll,Individual,India,Leblanc Ltd Bank
CP_10713,Stephanie Walls,Individual,UK,"Charles, Brown and Smith Bank"
CP_10714,Murphy-Gomez Trading,High-Risk,Myanmar,Bailey Ltd Bank
CP_10715,Morales Inc Holdings,Offshore,Panama,Jordan and Sons Bank
CP_10716,Rice and Sons Holdings,Offshore,BVI,Martinez-Freeman Bank
CP_10717,Hammond LLC Holdings,Offshore,BVI,Ruiz LLC Bank
CP_10718,Diaz-Mcclain Trading,High-Risk,North Korea,"Cain, Rodriguez and Gonzales Bank"
CP_10719,Martin-Gomez Holdings,Offshore,Cayman Islands,Smith-Stephenson Bank
CP_10720,"Gonzalez, Lopez and Williams Corp",Corporate,Germany,Fisher-Rivera Bank
CP_10721,Melvin Vaughan,Individual,India,"Bird, Wilson and Burns Bank"
CP_10722,Marsh-Klein Trading,High-Risk,Iran,Potter-Deleon Bank
CP_10723,Shaw-Mclean Corp,Corporate,Saudi Arabia,Anderson-Rosario Bank
CP_10724,Martinez LLC Holdings,Offshore,Cayman Islands,"Smith, Cohen and Williams Bank"
CP_10725,Jordan-Harper Holdings,Offshore,Cayman Islands,Hamilton LLC Bank
CP_10726,Tucker-Hodges Corp,Corporate,Saudi Arabia,Williamson Ltd Bank
CP_10727,"Lopez, Campbell and Wilson Corp",Corporate,USA,Gamble-Wright Bank
CP_10728,Gonzalez-Mccarthy Corp,Corporate,USA,Haynes PLC Bank
CP_10729,"White, Riddle and Garza Holdings",Offshore,Cayman Islands,"Hernandez, Martinez and Morales Bank"
CP_10730,Mooney-Hickman Holdings,Offshore,Cayman Islands,Smith-Gonzalez Bank
CP_10731,James PLC Holdings,Offshore,BVI,Graves-Baird Bank
CP_10732,Rogers Group Holdings,Offshore,BVI,Hicks Ltd Bank
CP_10733,Torres LLC Corp,Corporate,China,Ramirez-Bell Bank
CP_10734,Francisco Williams,Individual,Egypt,Smith Ltd Bank
CP_10735,"Morris, Mitchell and Ramirez Trading",High-Risk,Iran,"Garcia, Lopez and Vaughan Bank"
CP_10736,Cook-Rodriguez Trading,High-Risk,Iran,"Smith, Arnold and Atkins Bank"
CP_10737,Patrick Ward,Individual,Pakistan,"Rice, Watson and Santos Bank"
CP_10738,Silva Inc Trading,High-Risk,Iran,Anderson Ltd Bank
CP_10739,"Martinez, Willis and Barr Trading",High-Risk,Syria,"Roth, Lee and Griffin Bank"
CP_10740,Jones PLC Corp,Corporate,Germany,"Cooper, Swanson and Mayo Bank"
CP_10741,Ferguson and Sons Corp,Corporate,China,Anderson Group Bank
CP_10742,"Dawson, Snow and Malone Holdings",Offshore,BVI,"Hester, Jacobson and West Bank"
CP_10743,"Wilson, Graham and Webb Holdings",Offshore,Cayman Islands,"Velazquez, Gordon and Johnson Bank"
CP_10744,"Hill, Ponce and Roberts Trading",High-Risk,Iran,"Brown, Compton and Lee Bank"
CP_10745,Simpson-Patel Trading,High-Risk,Syria,"Mata, Martin and Christensen Bank"
CP_10746,Richard Morales,Individual,UK,Clark-Smith Bank
CP_10747,"Robinson, Horton and Suarez Trading",High-Risk,Myanmar,"Gibson, Zimmerman and Warren Bank"
CP_10748,Daniel Erickson,Individual,UK,"Wilson, Walker and Ferguson Bank"
CP_10749,Williams-Hernandez Trading,High-Risk,Iran,Ho-Nelson Bank
CP_10750,Day and Sons Trading,High-Risk,Iran,Nichols Inc Bank
CP_10751,"Bailey, Jacobs and Wood Corp",Corporate,Germany,Potts PLC Bank
CP_10752,Bowen-Ortiz Trading,High-Risk,Syria,"Phillips, Galloway and Garrett Bank"
CP_10753,Holloway and Sons Corp,Corporate,Saudi Arabia,"Sanford, Thompson and Bonilla Bank"
CP_10754,"Sandoval, Parrish and Crosby Trading",High-Risk,North Korea,"Rodriguez, Reese and Reyes Bank"
CP_10755,"Scott, Sims and Munoz Holdings",Offshore,Panama,Montoya and Sons Bank
CP_10756,Adams-Perkins Trading,High-Risk,Syria,Moore-Hall Bank
CP_10757,"Hamilton, Hernandez and Mendoza Trading",High-Risk,Syria,White-Lopez Bank
CP_10758,Lopez Group Trading,High-Risk,Myanmar,"White, Campbell and Collins Bank"
CP_10759,Roth Ltd Corp,Corporate,China,"Lopez, Thomas and Simmons Bank"
CP_10760,Stout-Waller Corp,Corporate,USA,Ramsey and Sons Bank
CP_10761,Rhonda Morrison,Individual,UK,Cruz-Rodriguez Bank
CP_10762,Ronald Michael,Individual,Egypt,Wright Inc Bank
CP_10763,Thomas-Burton Trading,High-Risk,Myanmar,Sparks Inc Bank
CP_10764,Daniels LLC Holdings,Offshore,Seychelles,"Miller, Taylor and Malone Bank"
CP_10765,Ochoa-Parker Corp,Corporate,Saudi Arabia,Moore-Brown Bank
CP_10766,"Adams, Stephens and Smith Holdings",Offshore,Cayman Islands,Garcia LLC Bank
CP_10767,Stephen Perry,Individual,UK,Barr Inc Bank
CP_10768,Simmons and Sons Corp,Corporate,USA,Rios-Perez Bank
CP_10769,"Cruz, Henson and Carson Holdings",Offshore,Panama,Vasquez Inc Bank
CP_10770,Garcia LLC Corp,Corporate,China,Jones-Cook Bank
CP_10771,Mclean-Gillespie Holdings,Offshore,BVI,Munoz and Sons Bank
CP_10772,Moreno-Greene Trading,High-Risk,Myanmar,"Coleman, Barry and Mcdaniel Bank"
CP_10773,"Roth, Bailey and Garcia Holdings",Offshore,Seychelles,Stanley-Cantu Bank
CP_10774,"Lindsey, Mccormick and Hensley Trading",High-Risk,North Korea,Strickland and Sons Bank
CP_10775,Hernandez-Griffin Trading,High-Risk,North Korea,Briggs-Wilson Bank
CP_10776,Nicholas Thomas,Individual,Pakistan,Cooley-White Bank
CP_10777,Gomez-Snyder Corp,Corporate,Germany,Steele-Gutierrez Bank
CP_10778,"Cook, Pham and Valdez Trading",High-Risk,Myanmar,Reyes PLC Bank
CP_10779,Ryan-Vasquez Corp,Corporate,USA,"Underwood, Cruz and Carpenter Bank"
CP_10780,Kenneth Steele,Individual,Pakistan,"Robinson, Miller and Ward Bank"
CP_10781,Samuel Cox,Individual,Pakistan,Rosario-Mccall Bank
CP_10782,Gregory Allison,Individual,Philippines,Phillips and Sons Bank
CP_10783,"Bonilla, Durham and Sanchez Holdings",Offshore,BVI,Brown and Sons Bank
CP_10784,Michael Thomas,Individual,India,"Johnson, Hanna and Watson Bank"
CP_10785,"Rodriguez, Perkins and Woods Holdings",Offshore,Panama,"Harrell, Johnson and Diaz Bank"
CP_10786,Billy Carroll,Individual,Egypt,Hernandez-White Bank
CP_10787,"Taylor, Rose and Rush Trading",High-Risk,Myanmar,Jenkins-Rogers Bank
CP_10788,Melissa Mitchell,Individual,Egypt,Brown Ltd Bank
CP_10789,Paul Gordon,Individual,India,Sanders Group Bank
CP_10790,"Vaughan, Gibson and Dawson Corp",Corporate,USA,Ellison-Shaw Bank
CP_10791,"Perez, Huynh and Nelson Trading",High-Risk,North Korea,Boyd and Sons Bank
CP_10792,"Lewis, Montgomery and Robinson Corp",Corporate,USA,Carson PLC Bank
CP_10793,"Skinner, Velasquez and Mcdonald Holdings",Offshore,BVI,Delgado-Sullivan Bank
CP_10794,Martin-Pratt Holdings,Offshore,Cayman Islands,"Coleman, Nelson and Garcia Bank"
CP_10795,Richard Rogers,Individual,Egypt,Campbell PLC Bank
CP_10796,Daniel Smith,Individual,Pakistan,Lopez-Harris Bank
CP_10797,Allen Inc Trading,High-Risk,Syria,"Cunningham, Elliott and Tyler Bank"
CP_10798,Williams Inc Holdings,Offshore,Cayman Islands,Smith-Kelly Bank
CP_10799,Benjamin-Porter Holdings,Offshore,BVI,Walton-Swanson Bank
CP_10800,Michele Davis,Individual,India,Mosley-Gordon Bank
CP_10801,"Aguirre, Hernandez and Matthews Corp",Corporate,Saudi Arabia,Woods-Melton Bank
CP_10802,Roberts and Sons Corp,Corporate,Saudi Arabia,"Ford, Mcclure and Davis Bank"
CP_10803,"Hall, Lewis and Maldonado Corp",Corporate,USA,Mack and Sons Bank
CP_10804,"Black, Chandler and Curtis Corp",Corporate,USA,West-Anderson Bank
CP_10805,Marcus Bentley,Individual,Pakistan,Macdonald Ltd Bank
CP_10806,Allen-Shea Corp,Corporate,Germany,"Jones, Hernandez and Burton Bank"
CP_10807,Robert Thomas PhD,Individual,Pakistan,"Dillon, Salinas and Jacobson Bank"
CP_10808,Davis-Edwards Corp,Corporate,Saudi Arabia,Martin-Ramirez Bank
CP_10809,Gomez-Jones Trading,High-Risk,Myanmar,"Ingram, Scott and Kennedy Bank"
CP_10810,Hines-Ramos Holdings,Offshore,Cayman Islands,Case PLC Bank
CP_10811,Williams-Trevino Holdings,Offshore,BVI,Ortiz-Harvey Bank
CP_10812,"Anderson, Richardson and Kirk Trading",High-Risk,Myanmar,Brooks-Fleming Bank
CP_10813,"Cole, Rich and Esparza Holdings",Offshore,Seychelles,Oliver Ltd Bank
CP_10814,Figueroa and Sons Corp,Corporate,Germany,"Nicholson, Smith and Farrell Bank"
CP_10815,Bennett-Hudson Holdings,Offshore,BVI,Walker Group Bank
CP_10816,"Davis, Owens and Day Holdings",Offshore,Seychelles,Rodriguez-White Bank
CP_10817,Lowery Group Holdings,Offshore,Panama,Gonzalez-Murphy Bank
CP_10818,Zachary Tucker,Individual,Egypt,"Figueroa, Wilson and Gibson Bank"
CP_10819,"Moore, Harrison and Bowman Trading",High-Risk,Syria,Carroll-Huerta Bank
CP_10820,Brown-Stokes Holdings,Offshore,Seychelles,Irwin-Lewis Bank
CP_10821,Parrish Ltd Corp,Corporate,Germany,Nelson-Reid Bank
CP_10822,Thomas LLC Corp,Corporate,China,Miller-Russo Bank
CP_10823,Savage-Warren Trading,High-Risk,Myanmar,"Orozco, White and Brown Bank"
CP_10824,Jessica Richmond,Individual,UK,Martin-Bailey Bank
CP_10825,Olson-Nichols Trading,High-Risk,Syria,Sheppard Group Bank
CP_10826,Gaines-Hudson Holdings,Offshore,Cayman Islands,Hoffman PLC Bank
CP_10827,Nathan Lane,Individual,Pakistan,Morris Ltd Bank
CP_10828,"Bryan, Quinn and Smith Trading",High-Risk,Syria,Peck-Porter Bank
CP_10829,Ricky Craig,Individual,Pakistan,Meyer-Smith Bank
CP_10830,Ronnie Martinez,Individual,Philippines,Fowler-Lane Bank
CP_10831,Robinson and Sons Trading,High-Risk,Myanmar,Horton-Schroeder Bank
CP_10832,Cindy Clark,Individual,Pakistan,Bonilla PLC Bank
CP_10833,Wood LLC Trading,High-Risk,North Korea,Turner LLC Bank
CP_10834,"Fuentes, Martinez and Porter Corp",Corporate,China,Gutierrez-Bell Bank
CP_10835,"Simmons, Dickson and Rogers Trading",High-Risk,North Korea,Ellis LLC Bank
CP_10836,Kurt Daniels,Individual,Philippines,Mitchell-Keller Bank
CP_10837,"Kim, Campbell and Oliver Corp",Corporate,China,Cowan Inc Bank
CP_10838,Banks PLC Holdings,Offshore,Cayman Islands,Garcia-Brady Bank
CP_10839,"Ho, Garcia and Wallace Holdings",Offshore,Panama,"Shaffer, Contreras and Christian Bank"
CP_10840,Walker Group Trading,High-Risk,Myanmar,"James, Gonzalez and Harrison Bank"
CP_10841,Bell Group Corp,Corporate,Germany,Odonnell-Newman Bank
CP_10842,"Foster, Ayers and Casey Trading",High-Risk,Myanmar,"Campbell, Hobbs and Baker Bank"
CP_10843,Nunez-Smith Trading,High-Risk,Iran,Johnson-Johnson Bank
CP_10844,Randall-Stone Trading,High-Risk,Iran,"Greene, Rogers and Haley Bank"
CP_10845,Dana Beltran MD,Individual,India,"Long, Williams and Frederick Bank"
CP_10846,Anderson-Fields Holdings,Offshore,Panama,"Thompson, Strong and Holmes Bank"
CP_10847,Hall-Mckinney Trading,High-Risk,Syria,Gordon Ltd Bank
CP_10848,"Mueller, Cameron and Burton Trading",High-Risk,Syria,Hood-Moore Bank
CP_10849,Harris-Davis Corp,Corporate,Germany,Smith-Carrillo Bank
CP_10850,Johnson Ltd Trading,High-Risk,Syria,"Knapp, Miller and Reyes Bank"
CP_10851,"Gross, Lucero and Walters Trading",High-Risk,Syria,Lopez-Delgado Bank
CP_10852,Phillips PLC Holdings,Offshore,Seychelles,Barber Group Bank
CP_10853,Hopkins-Hill Holdings,Offshore,Cayman Islands,Burton Ltd Bank
CP_10854,"Camacho, Rodriguez and Ho Holdings",Offshore,Panama,Rodriguez LLC Bank
CP_10855,Kline-Davis Corp,Corporate,China,Kirk-Durham Bank
CP_10856,Myers Group Trading,High-Risk,Syria,Gutierrez Group Bank
CP_10857,Angela Mcdaniel,Individual,UK,Preston-Schultz Bank
CP_10858,Christopher Evans,Individual,Egypt,Keller Ltd Bank
CP_10859,"Bond, Wilson and Cooper Trading",High-Risk,Myanmar,Webb-Mendez Bank
CP_10860,"Smith, Boyd and Scott Trading",High-Risk,North Korea,Lee Inc Bank
CP_10861,Kelly Hodges,Individual,UK,Camacho Inc Bank
CP_10862,Johnson and Sons Corp,Corporate,Saudi Arabia,Miller Ltd Bank
CP_10863,Adams Group Corp,Corporate,Saudi Arabia,Ashley LLC Bank
CP_10864,"Arnold, Phillips and Mcgee Holdings",Offshore,Seychelles,Graham-Potts Bank
CP_10865,Danielle Gonzalez,Individual,UK,"Campbell, Long and Silva Bank"
CP_10866,"Collins, Bauer and Mckay Holdings",Offshore,BVI,Hamilton-Griffin Bank
CP_10867,"Burgess, Cabrera and Dean Holdings",Offshore,Seychelles,"Reyes, Gonzalez and Gomez Bank"
CP_10868,Sabrina Cole,Individual,Egypt,Rubio LLC Bank
CP_10869,"Ortiz, Munoz and Wiley Holdings",Offshore,Cayman Islands,"Bell, Johnson and White Bank"
CP_10870,Richard Howard,Individual,Egypt,Lewis LLC Bank
CP_10871,Thomas-Edwards Corp,Corporate,Germany,Flores Inc Bank
CP_10872,"Murphy, Marshall and Pope Trading",High-Risk,Syria,Hoffman Group Bank
CP_10873,Guzman-Rose Corp,Corporate,China,Hoffman Ltd Bank
CP_10874,"Shah, Aguirre and Powers Holdings",Offshore,Panama,"Stafford, Fisher and Avila Bank"
CP_10875,Li-Gonzalez Trading,High-Risk,North Korea,Lang Group Bank
CP_10876,Donald Wilson,Individual,India,Jackson-Murphy Bank
CP_10877,Young-Smith Holdings,Offshore,Cayman Islands,Schneider PLC Bank
CP_10878,Buck LLC Trading,High-Risk,Iran,Skinner Group Bank
CP_10879,Huang PLC Trading,High-Risk,Syria,Rogers Inc Bank
CP_10880,Harrison Group Corp,Corporate,Saudi Arabia,"Turner, Stewart and Reed Bank"
CP_10881,Hawkins LLC Corp,Corporate,USA,Salazar-Long Bank
CP_10882,"Riggs, Snyder and Davidson Holdings",Offshore,Cayman Islands,Cameron PLC Bank
CP_10883,Johnson Inc Trading,High-Risk,Iran,Taylor LLC Bank
CP_10884,Misty Perez,Individual,UK,Lee LLC Bank
CP_10885,"Mayo, Villa and Parrish Corp",Corporate,Saudi Arabia,Ware-Williams Bank
CP_10886,Valentine Inc Corp,Corporate,China,Murphy-Salazar Bank
CP_10887,Nelson-Jackson Trading,High-Risk,Myanmar,Silva Inc Bank
CP_10888,Scott Mullins,Individual,Philippines,Walsh-Barnett Bank
CP_10889,"Rose, Lane and Stanley Corp",Corporate,China,Morris-Simon Bank
CP_10890,Davis LLC Trading,High-Risk,Myanmar,"Miller, Hansen and Salas Bank"
CP_10891,Nancy Harris,Individual,Egypt,Jones Group Bank
CP_10892,Lewis Ltd Trading,High-Risk,Syria,Mcdonald Group Bank
CP_10893,Freeman LLC Corp,Corporate,China,Cervantes PLC Bank
CP_10894,"Garrison, Hodges and Collins Trading",High-Risk,Myanmar,Rios-Abbott Bank
CP_10895,Sloan and Sons Corp,Corporate,Saudi Arabia,Cruz-Chavez Bank
CP_10896,"Palmer, Deleon and Lopez Trading",High-Risk,Iran,Henderson-Parks Bank
CP_10897,"Wong, Thomas and Walter Trading",High-Risk,Myanmar,"Rodriguez, Smith and Murray Bank"
CP_10898,Johnson-Stanley Corp,Corporate,Saudi Arabia,Bell-Wilson Bank
CP_10899,Heather Lewis,Individual,Egypt,Shaw-Romero Bank
CP_10900,Alexander LLC Holdings,Offshore,Seychelles,Williams Group Bank
CP_10901,"Reilly, Lee and Lopez Corp",Corporate,USA,Wheeler PLC Bank
CP_10902,"Snyder, Hamilton and Maldonado Holdings",Offshore,Panama,"Wright, Rodriguez and Wilson Bank"
CP_10903,Johnston and Sons Corp,Corporate,Saudi Arabia,Patel LLC Bank
CP_10904,Andrade Ltd Holdings,Offshore,Cayman Islands,"Sullivan, Long and Robinson Bank"
CP_10905,"Adams, Harris and Floyd Holdings",Offshore,Seychelles,Walsh-Mccarthy Bank
CP_10906,Gross-Davis Trading,High-Risk,Syria,"Velez, Howell and Stevenson Bank"
CP_10907,Melissa Jackson,Individual,Egypt,"Jones, Lopez and Yoder Bank"
CP_10908,Rivers Ltd Trading,High-Risk,North Korea,Patterson-Smith Bank
CP_10909,Ibarra-Jackson Corp,Corporate,China,Wheeler Group Bank
CP_10910,"Smith, Marks and Kennedy Holdings",Offshore,Panama,Fuentes PLC Bank
CP_10911,Donna Perez,Individual,UK,"Jackson, Thomas and Davis Bank"
CP_10912,Noah Chavez,Individual,Pakistan,"Bell, Gardner and Alvarado Bank"
CP_10913,Diaz-Smith Corp,Corporate,China,Turner-Cook Bank
CP_10914,"Hampton, Vincent and Barrera Trading",High-Risk,Myanmar,"Washington, Nelson and Stone Bank"
CP_10915,"Smith, Irwin and Chase Trading",High-Risk,North Korea,"Mcknight, Howard and Johnson Bank"
CP_10916,"Figueroa, Mcpherson and Howard Holdings",Offshore,BVI,"Davis, Knapp and Gray Bank"
CP_10917,Donald Sims,Individual,UK,"Nolan, Cole and Mullen Bank"
CP_10918,"Thompson, Lozano and Bailey Trading",High-Risk,Iran,Myers-Butler Bank
CP_10919,Parker-Williams Trading,High-Risk,North Korea,"Miles, Flowers and Martinez Bank"
CP_10920,Knight-Sparks Holdings,Offshore,Seychelles,Roberts-Montes Bank
CP_10921,Ho-Thomas Holdings,Offshore,Panama,"Hernandez, Levy and Hanson Bank"
CP_10922,"Martin, Tucker and Brown Trading",High-Risk,Syria,Smith-Williams Bank
CP_10923,Kevin Brown,Individual,Egypt,Smith-Bell Bank
CP_10924,Williams and Sons Holdings,Offshore,Cayman Islands,Koch-Glover Bank
CP_10925,Tina Castro,Individual,Egypt,Reeves and Sons Bank
CP_10926,"Gonzalez, Richards and Miller Corp",Corporate,Germany,Johnson LLC Bank
CP_10927,Cain Ltd Corp,Corporate,Germany,Henderson-Rasmussen Bank
CP_10928,Orozco LLC Trading,High-Risk,Iran,"Collins, Elliott and Shelton Bank"
CP_10929,Brock-Taylor Holdings,Offshore,Cayman Islands,Wright Group Bank
CP_10930,"Gonzalez, Torres and Evans Holdings",Offshore,Seychelles,"Murray, White and Patton Bank"
CP_10931,Anne Rose,Individual,Pakistan,"Edwards, Donovan and Marquez Bank"
CP_10932,Gomez-Owens Holdings,Offshore,Cayman Islands,Murray-Gaines Bank
CP_10933,Bernard Group Corp,Corporate,China,Campos PLC Bank
CP_10934,Buchanan-Carpenter Holdings,Offshore,Panama,Martinez-Daniels Bank
CP_10935,"Rich, Brown and Bruce Holdings",Offshore,Panama,Powell Inc Bank
CP_10936,Aguirre-Golden Corp,Corporate,Germany,Combs-Miller Bank
CP_10937,Gallegos-Santos Corp,Corporate,Saudi Arabia,Wheeler-Short Bank
CP_10938,"Olson, Rivera and Brown Corp",Corporate,Germany,"Richards, Dixon and Love Bank"
CP_10939,Kelli Hart,Individual,Philippines,Taylor-Jacobson Bank
CP_10940,"Phelps, Turner and Collins Holdings",Offshore,BVI,Shaffer PLC Bank
CP_10941,"Gonzalez, Jones and Hernandez Holdings",Offshore,BVI,Meyer and Sons Bank
CP_10942,Garcia Inc Holdings,Offshore,Seychelles,"Wallace, Brown and Martinez Bank"
CP_10943,William Wilkins,Individual,India,"Green, Salazar and Gonzales Bank"
CP_10944,"Williamson, Reynolds and Fields Trading",High-Risk,Myanmar,Thomas Ltd Bank
CP_10945,"Allen, Hunt and Lyons Corp",Corporate,Saudi Arabia,Alvarez LLC Bank
CP_10946,Contreras-Haley Corp,Corporate,China,Richardson-Hill Bank
CP_10947,Wolfe-Rodriguez Corp,Corporate,Germany,Li-Hernandez Bank
CP_10948,Bryan Price,Individual,Philippines,"Turner, Brewer and Barry Bank"
CP_10949,"Wallace, Odonnell and Kelly Corp",Corporate,China,Mcdonald Ltd Bank
CP_10950,Hill-Holden Holdings,Offshore,BVI,Mason-Callahan Bank
CP_10951,Bailey Ltd Holdings,Offshore,Cayman Islands,"Myers, Brown and Rios Bank"
CP_10952,Rios-Hart Trading,High-Risk,Myanmar,Espinoza-Buchanan Bank
CP_10953,Phillip Turner,Individual,India,Jones-Franco Bank
CP_10954,Bennett-Ruiz Holdings,Offshore,Seychelles,"White, Erickson and Hunter Bank"
CP_10955,"Fox, Anderson and Nguyen Holdings",Offshore,Cayman Islands,"Bailey, Williamson and Powell Bank"
CP_10956,Johnson Ltd Trading,High-Risk,North Korea,Hall Ltd Bank
CP_10957,Porter Ltd Holdings,Offshore,Seychelles,Morris-Hall Bank
CP_10958,"Flynn, Garcia and Gilmore Corp",Corporate,Germany,"Stafford, Campos and Fisher Bank"
CP_10959,Brown LLC Corp,Corporate,USA,Johnson Ltd Bank
CP_10960,Phillip Obrien,Individual,UK,Mclean LLC Bank
CP_10961,Hale Group Trading,High-Risk,Iran,Zhang PLC Bank
CP_10962,"Gonzalez, King and Kim Corp",Corporate,USA,Perez-Harmon Bank
CP_10963,Cervantes-Stokes Trading,High-Risk,Iran,Miller Inc Bank
CP_10964,"Moyer, Davis and Johnson Trading",High-Risk,Myanmar,Barry LLC Bank
CP_10965,Laura Lin,Individual,Philippines,Lopez-Blair Bank
CP_10966,Maria Crawford,Individual,Philippines,Hudson Group Bank
CP_10967,Heather Yoder,Individual,Philippines,Solis Group Bank
CP_10968,Garrett-Sawyer Corp,Corporate,Saudi Arabia,"Miller, Patton and Evans Bank"
CP_10969,David Guzman,Individual,UK,Johnson-Nicholson Bank
CP_10970,Nielsen-King Holdings,Offshore,Seychelles,"Howard, Brennan and Moore Bank"
CP_10971,Jones-Johnston Trading,High-Risk,Myanmar,"Frederick, Porter and Ross Bank"
CP_10972,Gardner Inc Corp,Corporate,USA,"Ruiz, Lowery and Baker Bank"
CP_10973,George Green,Individual,India,Barron-Brown Bank
CP_10974,Payne Ltd Trading,High-Risk,North Korea,Glass-Alvarado Bank
CP_10975,Young Inc Holdings,Offshore,Panama,"Strong, Warner and Cannon Bank"
CP_10976,Reed Inc Trading,High-Risk,Iran,George-Salazar Bank
CP_10977,Clay Group Corp,Corporate,USA,Nelson Inc Bank
CP_10978,Johnson PLC Trading,High-Risk,Syria,Santos Group Bank
CP_10979,Turner-Horn Trading,High-Risk,North Korea,Smith Inc Bank
CP_10980,Ayala and Sons Holdings,Offshore,Seychelles,"Franklin, Gray and Sutton Bank"
CP_10981,Tran Inc Corp,Corporate,Saudi Arabia,Cannon-Dominguez Bank
CP_10982,Jeffery Taylor,Individual,Egypt,Wilson-Gilbert Bank
CP_10983,Heather Cooper,Individual,UK,Allen Inc Bank
CP_10984,Crystal Burgess,Individual,Philippines,"Bradley, Ritter and Smith Bank"
CP_10985,"Wright, Brown and Brown Trading",High-Risk,Iran,White-Williams Bank
